Label,Frequency
3gpp lte,1
adaptive resource allocations,1
long-term evolution,1
nash bargaining solution,1
frequency-selective channels,1
random access protocol,1
room impulse response,1
speech dereverberation,1
wmn,1
multi-hop wireless mesh networks,1
moment generating function,1
primary path,1
elliptic curve discrete logarithm problems,1
broadcasting schemes,1
scatternet,1
available bandwidth estimation,1
location-based information,1
check-in,1
certification authorities,1
qos support,1
software-defined radio,1
gabor filter banks,1
directional filter banks,1
prototype filters,1
wavelet filter banks,1
linear-phase,1
riesz basis,1
matrix theory,1
perfect reconstruction,1
distributed arithmetic,1
spectrum auctions,1
optimal beamforming,1
potential games,1
fusion image,1
power outage,1
multi carrier systems,1
multi carrier transmission,1
block transmissions,1
single-carrier transmission,1
single carrier systems,1
frequency-domain equalizers,1
decision-feedback equalizations,1
minimum mean square error criterion,1
sc-fde,1
adaptive detectors,1
subcarrier and power allocation,1
softcomputing techniques,1
soft computing methods,1
neuro-fuzzy model,1
neuro-fuzzy approach,1
neuro-fuzzy controller,1
neuro-fuzzy network,1
event calculus,1
horn clause,1
coding schemes,1
pixel domain,1
distributed coding,1
coding mode,1
skip mode,1
intra mode decision,1
h.264/avc encoder,1
coding techniques,1
rate-distortion function,1
ldpc coding,1
h.264 video coding,1
lossless compressions,1
high-efficiency video coding,1
coding performance,1
compression efficiency,1
inter prediction,1
rate control scheme,1
reference software,1
video coding schemes,1
video coders,1
prediction modes,1
bit-rate reduction,1
fast motion estimation,1
full search,1
h.264/avc standards,1
video signal,1
scalable video streaming,1
h.264/svc,1
mode selection,1
bit-rate savings,1
avc,1
diamond search,1
deblocking,1
inter-layer prediction,1
rate distortion performance,1
h.264 encoders,1
error-resilient,1
error-prone channel,1
motion estimation algorithm,1
entropy coding,1
compression performance,1
subjective quality,1
compressed video,1
multiple descriptions,1
quality scalability,1
temporal scalability,1
video adaptation,1
scalable coding,1
h.264 video,1
mpeg-2,1
h.264 standards,1
h.264/avc video coding standard,1
h.264/avc video coding,1
advanced video coding,1
rate distortion model,1
search range,1
motion vector prediction,1
mean absolute differences,1
cabac,1
transcoder,1
transform coding,1
optimal bit allocation,1
h.264/avc video,1
full search algorithm,1
low bit rate,1
speech coders,1
speech codecs,1
clutch,1
dct domain,1
jpeg image,1
discrete cosine transform coefficients,1
code transformation,1
discrete cosine transforms (dct),1
discrete cosines,1
cosine functions,1
discrete cosine transformation,1
discrete sine transforms,1
dct transform,1
tamper detection,1
semi-fragile,1
image hashing,1
authentication data,1
robust watermarks,1
robust fault detection,1
geometric attacks,1
image tampering,1
digital image forensics,1
image forgery,1
common signal processing,1
block boundaries,1
watermark images,1
transform domain,1
lossy source coding,1
distortion measures,1
waveform distortions,1
jpeg-ls,1
lossless coding,1
lossless data hiding,1
lossless image coding,1
lossy coding,1
lossless compression algorithm,1
shadow images,1
image sharing,1
visual cryptography schemes,1
image hiding,1
sharing schemes,1
histogram shifting,1
hiding capacity,1
difference expansion,1
histogram modification,1
high compression ratio,1
data compression ratio,1
ecg compression,1
image compression algorithms,1
huffman,1
mimo detectors,1
reconstructed images,1
turbo coding,1
constraint propagation,1
programming framework,1
bayesian network models,1
bayesian networks (bns),1
intelligent network,1
bayesian network classifiers,1
probabilistic graphical models,1
parameter learning,1
water distribution networks,1
parallel and distributed processing,1
distributed processing,1
content distribution networks,1
opencl,1
mpi applications,1
mpi programs,1
pvm,1
collective operations,1
myrinet,1
hpc,1
globus toolkit,1
high performance computing systems,1
nas parallel benchmarks,1
exact inference,1
software transactional memory,1
conflict detection,1
concurrent transactions,1
version management,1
memory locations,1
application execution,1
hpc clusters,1
i/o performance,1
storage media,1
metadata servers,1
file access,1
small files,1
hdfs,1
hbase,1
storage management,1
computer clusters,1
cache partitioning,1
memory subsystems,1
cache hierarchies,1
distributed memory,1
variational bayesian,1
hierarchical dirichlet process,1
markov chain monte carlo method,1
inference algorithm,1
expectation propagation,1
probabilistic inference,1
inference algorithms,1
variational approximation,1
inference,1
mamdani,1
inference systems,1
type-2 fuzzy systems,1
loopy belief propagation,1
message passing algorithm,1
marginals,1
markov chain monte carlo algorithms,1
fuzzy petri nets,1
belief propagation algorithm,1
dense disparity maps,1
belief propagation decoding,1
check nodes,1
graphical modeling,1
distribution algorithms,1
probabilistic modeling,1
accuracy functions,1
fcm algorithm,1
fuzzy partition,1
fcm clustering,1
quantitative attributes,1
fuzzy differential equations,1
fuzzy random,1
c-means,1
multiple attribute decision making problems,1
weight information,1
fuzzy-neural,1
patient data,1
teleradiology,1
telehealth,1
electronic health record systems,1
electronic records,1
ehr,1
health records,1
medical database,1
systems integration,1
intelligent servicing,1
system dynamics model,1
grey relational grade,1
grey relation,1
systems thinking,1
system testing,1
grey number,1
"decision making, computer-assisted",1
logistics distribution,1
warehouse management,1
warehouse,1
order picking,1
data warehousing,1
data warehouse systems,1
etl process,1
data mart,1
multi-dimensional model,1
spatial data warehouse,1
star schema,1
query performance,1
view selection,1
view maintenance,1
olap queries,1
online transaction processing,1
data cleaning,1
microsoft sql server,1
query execution,1
group support systems,1
bpm,1
business process management systems,1
process management,1
business process modelling,1
bpmn,1
process execution,1
enterprise resources,1
process-oriented,1
business process analysis,1
business process execution,1
process instances,1
business analysts,1
process discovery,1
event logs,1
process modelling,1
process models,1
erp implementation,1
business activities,1
lean,1
understandability,1
business process design,1
workflow patterns,1
digital informations,1
applied mathematics,1
financial time series,1
efficient frontier,1
portfolio selection problems,1
expected return,1
markowitz,1
mean variance,1
investment strategy,1
stock indices,1
stock returns,1
stock price prediction,1
composite index,1
chinese stock market,1
technical indicator,1
stock trading,1
stock market prediction,1
trading rules,1
stock prices,1
trading systems,1
database management,1
expert knowledge,1
deadlock prevention,1
bayesian classification,1
naive bayesian classifier,1
bayesian estimators,1
mcmc,1
predictive distributions,1
prior information,1
mcmc method,1
deep belief networks,1
markov chain monte-carlo,1
bayesian filtering,1
bayesian learning,1
metropolis-hastings algorithm,1
data augmentation,1
social network structures,1
student knowledge,1
particle filtering algorithms,1
particle filter algorithms,1
sequential importance sampling,1
variational approaches,1
observation model,1
q-learning algorithms,1
q-values,1
multi-agent reinforcement learning,1
reinforcement learning method,1
learning agents,1
continuous state,1
reinforcement learning techniques,1
function approximators,1
reinforcement learning approach,1
reward function,1
policy evaluation,1
action selection,1
hierarchical reinforcement learning,1
reinforcement learning agent,1
model free,1
adaptive dynamic programming,1
adaptive critic designs,1
actor critic,1
continuous state space,1
pomdp,1
value function approximation,1
value iteration,1
average reward,1
sequential decision making,1
infinite horizons,1
mdp,1
single-agent,1
symbolic regression,1
cartesian genetic programming,1
linear genetic programming,1
gene expression programming,1
evolutionary computation techniques,1
evolutionary search,1
molecular computing,1
dna computation,1
evolutionary programming,1
pareto-optimal front,1
pareto dominance,1
single objective,1
single objective optimization,1
pareto-optimal sets,1
multi objective algorithm,1
objective space,1
strength pareto evolutionary algorithm,1
non-dominated sorting,1
crowding distance,1
hypervolume,1
non-dominated sorting genetic algorithms,1
pareto set,1
pareto solution,1
nsga-ii algorithm,1
multi-objective optimizations,1
multi-objective optimization models,1
pareto fronts,1
vehicle parts and equipment,1
pareto,1
pareto efficiency,1
conflicting objectives,1
evolutionary approach,1
